Site,Year,Date_EST,PAR_incoming_dailysum,PAR_belowcanopy_dailysum,PAR_surface_dailysum,LAI_daily_mean
WalkerBranch,2002,2002-09-16,37094.345316,3368.54198993502,2948.25932870094,3.7771297106335
WalkerBranch,2002,2002-09-17,23493.5559432,2149.38685678646,1808.22789119573,3.74194309457553
WalkerBranch,2002,2002-09-18,29325.34458,2766.03363616092,2381.21977231858,3.7062363831926
WalkerBranch,2002,2002-09-19,31713.7392432,3071.01105603557,2665.43560310484,3.66855330957486
WalkerBranch,2002,2002-09-20,34555.5234864,3370.3612581272,2936.35060529456,3.63087023595712
WalkerBranch,2002,2002-09-21,28734.1078248,2876.30702653498,2469.10980887803,3.59318716233938
WalkerBranch,2002,2002-09-22,21140.6181336,2173.11365652255,1813.53317446899,3.55495282765161
WalkerBranch,2002,2002-09-23,38856.60954,3869.29887335744,3376.7585036699,3.51462370089771
WalkerBranch,2002,2002-09-24,35546.8237488,3619.30582313461,3140.74223941523,3.4742945741438
WalkerBranch,2002,2002-09-25,17787.749868,2015.79278862809,1758.6106464329,3.4339654473899
WalkerBranch,2002,2002-09-26,11523.8731608,1317.53793115496,1109.72713365655,3.39305244989228
WalkerBranch,2002,2002-09-27,12349.8831456,1446.69941867846,1199.87939049752,3.34992074356854
WalkerBranch,2002,2002-09-28,43120.6557768,4706.23848169289,4126.21461209322,3.3067890372448
WalkerBranch,2002,2002-09-29,42553.5211584,4736.19225853577,4148.69665260945,3.26365733092106
WalkerBranch,2002,2002-09-30,40551.9707376,4639.82149689624,4060.87787696245,3.21990889408939
WalkerBranch,2002,2002-10-01,20710.0064808,2608.87082016377,2198.51931188688,3.1738168813276
WalkerBranch,2002,2002-10-02,23349.4530192,2810.84803383731,2355.08084300543,3.1277248685658
WalkerBranch,2002,2002-10-03,39817.650852,4773.75132566544,4140.81017630954,3.081632855804
WalkerBranch,2002,2002-10-04,19014.5159064,2450.04230280268,2072.71380170877,3.03489352516039
WalkerBranch,2002,2002-10-05,34146.7156296,4389.15350609832,3757.98480226588,2.98569438656585
WalkerBranch,2002,2002-10-06,34004.2108896,4400.25718229569,3782.55760537325,2.93649524797132
WalkerBranch,2002,2002-10-07,19078.549812,2761.67158182175,2308.57950659482,2.88729610937679
WalkerBranch,2002,2002-10-08,32246.7640488,4430.31683754381,3801.5507200089,2.83742654092376
WalkerBranch,2002,2002-10-09,24082.387812,3662.85013929165,3110.53426305273,2.78500933900841
WalkerBranch,2002,2002-10-10,15227.83962,2532.70152989736,2146.90880451761,2.73259213709306
WalkerBranch,2002,2002-10-11,28957.8307536,4471.0086278973,3836.71409319238,2.68017493517771
WalkerBranch,2002,2002-10-12,21742.6312152,3562.85103861963,2993.37657644463,2.62708214299597
WalkerBranch,2002,2002-10-13,24868.618236,4079.33977669927,3442.3696918219,2.57142210780195
WalkerBranch,2002,2002-10-14,33866.5007016,5477.95296855608,4713.35046978371,2.51576207260792
WalkerBranch,2002,2002-10-15,10250.4325392,2002.88598473152,1623.25431638755,2.4601020374139
WalkerBranch,2002,2002-10-16,33551.6356224,5852.23334325336,5034.26601681284,2.40379960109438
WalkerBranch,2002,2002-10-17,27235.452636,5122.17657247893,4350.32274686647,2.34505604049795
WalkerBranch,2002,2002-10-18,31158.6671088,5865.26371821509,4983.56957029719,2.28631247990153
WalkerBranch,2002,2002-10-19,19552.25916,4174.36903261947,3479.48357432245,2.22756891930511
WalkerBranch,2002,2002-10-20,18512.944884,4146.58648433573,3444.3412007295,2.16829196366464
WalkerBranch,2002,2002-10-21,14798.7728784,3487.64547296924,2861.53708253044,2.10698810685681
WalkerBranch,2002,2002-10-22,31269.9996504,6732.57414043819,5738.60790726288,2.04568425004897
WalkerBranch,2002,2002-10-23,17923.8314304,4492.27248014495,3759.98796079886,1.98438039324114
WalkerBranch,2002,2002-10-24,10480.7993472,2818.36295862718,2284.98755904887,1.92278934360196
WalkerBranch,2002,2002-10-25,12612.4191144,3520.31255279604,2947.8308810083,1.86010696120364
WalkerBranch,2002,2002-10-26,17552.7102744,4856.36444954541,4028.00931501456,1.79742457880533
WalkerBranch,2002,2002-10-27,17701.0521912,5162.55258750427,4411.71216236198,1.73474219640701
WalkerBranch,2002,2002-10-28,16240.40334,4791.55819315912,3908.03098759365,1.67223383865021
WalkerBranch,2002,2002-10-29,17639.4460032,5396.89738736424,4425.25576607151,1.61038677453117
WalkerBranch,2002,2002-10-30,31532.1474888,9106.42693750527,7740.68989831721,1.54853971041213
WalkerBranch,2002,2002-10-31,22730.9405904,7153.23586264244,5979.38281571914,1.48669264629309
WalkerBranch,2002,2002-11-01,21106.7442432,7186.25215304779,6019.32171687373,1.42573485638277
WalkerBranch,2002,2002-11-02,27731.4528456,9247.74022110078,7833.47454626663,1.36815630846559
WalkerBranch,2002,2002-11-03,11370.2496264,4391.06954793574,3648.93737968867,1.3105777605484
WalkerBranch,2002,2002-11-04,18537.8917752,7146.94033165626,5920.15002093632,1.25299921263121
WalkerBranch,2002,2002-11-05,10799.6066136,4580.40656170905,3838.97494843238,1.19715829369814
WalkerBranch,2002,2002-11-06,12536.2922832,5290.11225375188,4233.49640402278,1.14792036490468
WalkerBranch,2002,2002-11-07,27134.0973288,10882.1115898511,9158.46959816444,1.09868243611122
WalkerBranch,2002,2002-11-08,26825.6478168,11142.9948187455,9362.75901669359,1.04944450731776
WalkerBranch,2002,2002-11-09,20874.071484,9425.67476887159,7901.88454238136,1.00258248584871
WalkerBranch,2002,2002-11-10,12336.8541408,6041.56654761179,4869.66893266602,0.964748912212382
WalkerBranch,2002,2002-11-11,19145.7648648,9160.68157264844,7582.71516077827,0.926915338576059
WalkerBranch,2002,2002-11-12,16992.9273024,8369.51778778879,6791.38234265488,0.889081764939736
WalkerBranch,2002,2002-11-13,25902.6965568,12426.5348568035,10375.2635424384,0.853717875945771
WalkerBranch,2002,2002-11-14,24294.3070104,11917.8459654801,9891.47051625964,0.827738788592764
WalkerBranch,2002,2002-11-15,6704.7928416,3707.80110341597,2992.38748403829,0.801759701239758
WalkerBranch,2002,2002-11-16,9452.3527224,5306.11694005145,4185.38474564487,0.775780613886752
WalkerBranch,2002,2002-11-17,12051.4717512,6802.04857926848,5474.9532261996,0.751844183064703
WalkerBranch,2002,2002-11-18,23483.4569424,12471.0613108435,10411.9562467056,0.735669847060291
WalkerBranch,2002,2002-11-19,19344.8300976,10590.7057114158,8735.02874818193,0.71949551105588
WalkerBranch,2002,2002-11-20,18447.0920928,10207.7395562874,8383.55237429031,0.703321175051469
WalkerBranch,2002,2002-11-21,17875.269468,10138.586066449,8354.27241463854,0.688564765193266
WalkerBranch,2002,2002-11-22,11645.548236,6937.81681769324,5572.79394302826,0.679196474690655
WalkerBranch,2002,2002-11-23,23686.1827776,13029.1771255363,10798.2808282759,0.669828184188045
WalkerBranch,2002,2002-11-24,23163.355908,12853.3461418682,10648.996643737,0.660459893685435
WalkerBranch,2002,2002-11-25,22501.8675504,12569.1850846766,10370.5890740139,0.651964742147015
WalkerBranch,2002,2002-11-26,11012.477112,6615.63049994499,5468.02370036882,0.646787518672523
WalkerBranch,2002,2002-11-27,21643.21656,12224.1758325847,10091.1240053639,0.641610295198031
WalkerBranch,2002,2002-11-28,20085.1317576,11460.2088593412,9471.55530900731,0.636433071723539
WalkerBranch,2002,2002-11-29,22731.846228,12814.182315282,10599.4304487442,0.631755039263347
WalkerBranch,2002,2002-11-30,19576.0264392,11269.1168135997,9346.77367894458,0.628973932657494
WalkerBranch,2002,2002-12-01,23086.224504,12996.7353409819,10763.2855499245,0.62619282605164
WalkerBranch,2002,2002-12-02,17131.2082704,10116.6768074479,8407.75672235577,0.623411719445787
WalkerBranch,2002,2002-12-03,21224.0052864,12103.2972606629,10009.7593567406,0.62090399371122
WalkerBranch,2002,2002-12-04,6046.4932416,3802.25336348268,3042.84698957493,0.619435115287545
WalkerBranch,2002,2002-12-05,10877.4762264,6764.36838273308,5488.5223829864,0.617966236863869
WalkerBranch,2002,2002-12-06,22523.5343592,12722.4155192506,10528.0532806356,0.616497358440193
WalkerBranch,2002,2002-12-07,22073.20416,12498.0857136382,10342.2553845107,0.615174635793552
WalkerBranch,2002,2002-12-08,20857.747176,11873.004551466,9783.78172946792,0.614407305099646
WalkerBranch,2002,2002-12-09,21132.5891616,12051.5183493631,10000.3548600942,0.613639974405739
WalkerBranch,2002,2002-12-10,6090.260652,3847.73283863696,3098.6387748917,0.612872643711832
WalkerBranch,2002,2002-12-11,9662.3236584,6070.44488538715,4886.55473144117,0.612182402815402
WalkerBranch,2002,2002-12-12,20506.3978392,11736.1638579519,9721.50496864215,0.611785103149383
WalkerBranch,2002,2002-12-13,6702.7989168,4233.29055281806,3398.94353891234,0.611387803483364
WalkerBranch,2002,2002-12-14,17269.4511864,10146.887516712,8309.45272348996,0.610990503817345
WalkerBranch,2002,2002-12-15,21124.3242672,11984.2570793892,9923.67647865183,0.610633537077182
WalkerBranch,2002,2002-12-16,20579.2369776,11735.3325582865,9721.08953044543,0.610429835455271
WalkerBranch,2002,2002-12-17,9189.3372984,5710.55802757626,4555.86891044405,0.61022613383336
WalkerBranch,2002,2002-12-18,19237.0059504,11105.5172072128,9185.78440739445,0.61002243221145
WalkerBranch,2002,2002-12-19,6687.5857272,4233.42793935633,3390.64493462141,0.60983971024251
WalkerBranch,2002,2002-12-20,14139.0044712,8351.57592465954,6808.07825437745,0.609736710954863
WalkerBranch,2002,2002-12-21,21320.307288,12057.463541543,9982.25991673115,0.609633711667215
WalkerBranch,2002,2002-12-22,20556.7406352,11716.2325791903,9708.56216981949,0.609530712379568
WalkerBranch,2002,2002-12-23,10574.3539944,6539.66375136049,5221.67828069371,0.609438564846769
WalkerBranch,2002,2002-12-24,7945.1967168,5005.05180872872,4005.0589500442,0.609387653982398
WalkerBranch,2002,2002-12-25,9146.7647208,5740.29142013371,4581.50238749483,0.609336743118027
WalkerBranch,2002,2002-12-26,20959.1024832,11875.497774617,9812.59895631354,0.609285832253656
WalkerBranch,2002,2002-12-27,21295.5430464,12065.1556303552,9998.08575979836,0.609240494133074
WalkerBranch,2002,2002-12-28,20387.196144,11669.9982627415,9652.90984505448,0.609216332438892
WalkerBranch,2002,2002-12-29,21031.0435944,11956.7092314163,9910.9069468513,0.60919217074471
WalkerBranch,2002,2002-12-30,20329.0679088,11609.6922820287,9582.38191121009,0.609168009050528
WalkerBranch,2002,2002-12-31,12305.4992928,7552.42270125664,6251.5543069281,0.609145903225157
WalkerBranch,2003,2003-01-01,14572.3025952,8873.57671642016,7289.35348986144,0.60913283545696
WalkerBranch,2003,2003-01-02,15797.630268,9466.32842932633,8031.91136041979,0.609124425560399
WalkerBranch,2003,2003-01-03,9494.9405208,5964.49779478319,4779.73218517612,0.609116015663839
WalkerBranch,2003,2003-01-04,21895.5622032,12474.353202445,10366.9585997325,0.609107605767279
WalkerBranch,2003,2003-01-05,17604.6208128,10397.059940877,8620.09530759135,0.609100376917942
WalkerBranch,2003,2003-01-06,13735.2194784,8341.35235708548,6752.17083565997,0.609097636048055
WalkerBranch,2003,2003-01-07,22363.0919064,12741.5237467241,10570.3456464145,0.609094895178168
WalkerBranch,2003,2003-01-08,22104.9166968,12649.9792040993,10509.0393385809,0.609092154308281
WalkerBranch,2003,2003-01-09,21918.789144,12581.7803509504,10455.5020442166,0.609089976873695
WalkerBranch,2003,2003-01-10,20791.8715536,12050.2467940283,9986.42470880116,0.609089940493252
WalkerBranch,2003,2003-01-11,22913.506476,13105.8775762536,10882.1461594898,0.60908990411281
WalkerBranch,2003,2003-01-12,23604.1350552,13478.1995660438,11193.0032911114,0.609089867732367
WalkerBranch,2003,2003-01-13,20739.519612,12132.3927779948,10016.4252881214,0.609090080783916
WalkerBranch,2003,2003-01-14,17516.933784,10547.8974441773,8824.07717257775,0.609091241677034
WalkerBranch,2003,2003-01-15,24103.887192,13822.6693100433,11497.2433217644,0.609092402570151
WalkerBranch,2003,2003-01-16,7202.4368976,4556.46575184977,3864.0562694128,0.609093563463269
WalkerBranch,2003,2003-01-17,22832.836236,13300.0507595443,11060.9321288449,0.609094816861575
WalkerBranch,2003,2003-01-18,22876.3905552,13347.6921806647,11151.4369296362,0.609096421779599
WalkerBranch,2003,2003-01-19,18806.1203232,11230.1386940197,9256.31633645263,0.609098026697624
WalkerBranch,2003,2003-01-20,23966.3900952,13920.5493950029,11593.0038466457,0.609099631615648
WalkerBranch,2003,2003-01-21,9198.7361424,5825.53282033633,4772.34919311996,0.610773412596906
WalkerBranch,2003,2003-01-22,23976.8239536,13913.2037908405,11621.1165285271,0.618801462618453
WalkerBranch,2003,2003-01-23,18007.2185832,10747.8652924929,8846.28866339263,0.62682951264
WalkerBranch,2003,2003-01-24,22393.6324416,12939.4325587591,10747.6110541893,0.634857562661547
WalkerBranch,2003,2003-01-25,17484.6809088,10392.6292553272,8540.09773178838,0.643688389346729
WalkerBranch,2003,2003-01-26,16988.5741536,10051.4177253191,8413.21604357897,0.655569767353726
WalkerBranch,2003,2003-01-27,22809.3885936,13021.9225523692,10966.8842759887,0.667451145360722
WalkerBranch,2003,2003-01-28,17399.6346888,10052.3390340388,8333.14599326012,0.679332523367719
WalkerBranch,2003,2003-01-29,6544.3579992,3923.42277296015,3249.1553640031,0.691355174884241
WalkerBranch,2003,2003-01-30,16764.5011464,9659.78386480223,7988.27872141869,0.70391466573696
WalkerBranch,2003,2003-01-31,22788.5969808,12798.2450940321,10936.8290995014,0.716474156589678
WalkerBranch,2003,2003-02-01,23720.8100976,13025.5040046132,10935.3565562281,0.729033647442397
WalkerBranch,2003,2003-02-02,26326.390356,14093.2013530977,11842.5775714777,0.741742051873631
WalkerBranch,2003,2003-02-03,22649.0602968,12276.8915235886,10313.6803083707,0.755016327903226
WalkerBranch,2003,2003-02-04,26650.3498632,14030.6777627628,11797.0573695733,0.768290603932822
WalkerBranch,2003,2003-02-05,27975.4194384,14511.4658153435,12198.0533960474,0.781564879962417
WalkerBranch,2003,2003-02-06,12439.5869304,6844.53824593387,5655.50890083418,0.794996020968501
WalkerBranch,2003,2003-02-07,15074.908632,8106.28042367709,6632.05053999211,0.809023248885246
WalkerBranch,2003,2003-02-08,29461.0684536,14874.216610955,12532.8755516231,0.82305047680199
WalkerBranch,2003,2003-02-09,21156.7369608,11070.7973679058,9358.53552030799,0.837077704718734
WalkerBranch,2003,2003-02-10,11405.9043504,5987.57673009309,4770.89735726395,0.851270046230581
WalkerBranch,2003,2003-02-11,28035.19152,13858.7636449227,11668.3277213625,0.866089819403817
WalkerBranch,2003,2003-02-12,30469.6367136,14883.1263519251,12562.6294989854,0.880909592577053
WalkerBranch,2003,2003-02-13,30234.7341072,14640.4183233516,12355.7720001503,0.895729365750288
WalkerBranch,2003,2003-02-14,7965.9046152,4118.50828962792,3354.60870863611,0.910722775569638
WalkerBranch,2003,2003-02-15,12392.9047368,6328.14804002753,5270.65393989277,0.926376004644219
WalkerBranch,2003,2003-02-16,8446.4176608,4276.94796480285,3531.29272218526,0.9420292337188
WalkerBranch,2003,2003-02-17,10939.5085968,5475.35630134995,4491.27958753244,0.957682462793382
WalkerBranch,2003,2003-02-18,29434.6070928,13772.7470625097,11680.4906159032,0.973518092172304
WalkerBranch,2003,2003-02-19,21421.9746216,10313.8498244389,8745.06997613108,0.99004684270772
WalkerBranch,2003,2003-02-20,10081.2152952,4892.04083406051,4012.59994329562,1.00657559324314
WalkerBranch,2003,2003-02-21,10628.0529768,5097.22960076384,4103.46047055818,1.02310434377855
WalkerBranch,2003,2003-02-22,22911.48972,10732.7992932291,9086.87062855357,1.03982445113374
WalkerBranch,2003,2003-02-23,23824.0451736,10686.4110961571,9068.70289039825,1.05727171440408
WalkerBranch,2003,2003-02-24,28767.8295072,12793.7759546279,10860.3013912182,1.07471897767442
WalkerBranch,2003,2003-02-25,11968.1759232,5491.10662990328,4549.24242138332,1.09216624094476
WalkerBranch,2003,2003-02-26,9994.395852,4534.14689414882,3733.21021310467,1.10981394522214
WalkerBranch,2003,2003-02-27,8163.8815608,3659.62983819929,3018.92792032798,1.1282233253263
WalkerBranch,2003,2003-02-28,32048.650116,13763.3274505117,11800.3517931683,1.14663270543046
WalkerBranch,2003,2003-03-01,36612.1047096,15459.4141584217,13340.8865645625,1.16504208553462
WalkerBranch,2003,2003-03-02,20154.2722416,8591.49470592322,7209.6831216656,1.18366103165689
WalkerBranch,2003,2003-03-03,40204.98216,16376.9798230236,14086.1392612152,1.20307632864799
WalkerBranch,2003,2003-03-04,36777.980988,14927.607031418,12870.8067920962,1.2224916256391
WalkerBranch,2003,2003-03-05,35161.075404,14192.9102263878,12240.7347223777,1.2419069226302
WalkerBranch,2003,2003-03-06,27352.690848,10627.4662789793,8939.58000506428,1.26154083793182
WalkerBranch,2003,2003-03-07,40896.387,16018.2217405331,13846.4459502212,1.28200550281342
WalkerBranch,2003,2003-03-08,40089.3877944,15536.3561680609,13437.9327043609,1.30247016769502
WalkerBranch,2003,2003-03-09,41139.387072,15829.6964825234,13724.5946319758,1.32293483257662
WalkerBranch,2003,2003-03-10,42060.0856536,15977.1828875948,13860.2848099889,1.34362694920253
WalkerBranch,2003,2003-03-11,36257.2317576,13751.7794966067,11861.7973341822,1.36518338245684
WalkerBranch,2003,2003-03-12,41522.5098288,15417.1496936867,13402.5599503865,1.38673981571115
WalkerBranch,2003,2003-03-13,35186.3343216,13074.4701863109,11388.2486172522,1.40829624896545
WalkerBranch,2003,2003-03-14,33546.567096,12366.6882567567,10796.1180423567,1.43008856300402
WalkerBranch,2003,2003-03-15,39128.6737296,14281.294154779,12487.6850757994,1.45277722402281
WalkerBranch,2003,2003-03-16,18758.6847,6709.40306386785,5607.83754517481,1.47546588504159
WalkerBranch,2003,2003-03-17,28928.6829216,10112.4915112562,8740.56216655708,1.49815454606038
WalkerBranch,2003,2003-03-18,17614.8872424,6152.86093182761,5161.16662002548,1.5210868799403
WalkerBranch,2003,2003-03-19,21527.8657272,7413.42835482483,6327.33763256791,1.54494517069253
WalkerBranch,2003,2003-03-20,35660.0360592,12126.5447758085,10500.7164142404,1.56880346144476
WalkerBranch,2003,2003-03-21,27057.7345752,8859.96379182878,7505.51491781505,1.592661752197
WalkerBranch,2003,2003-03-22,35777.6624016,11502.2124079146,9910.14978871109,1.61677058302043
WalkerBranch,2003,2003-03-23,27124.8430824,8613.70034335013,7283.18204211075,1.64183146611443
WalkerBranch,2003,2003-03-24,46336.5520632,14963.6134404242,13092.6961694457,1.66689234920842
WalkerBranch,2003,2003-03-25,46310.1668064,14749.9314793519,12913.7281867899,1.69195323230242
WalkerBranch,2003,2003-03-26,19416.9995208,5697.00959562652,4699.1268573658,1.71727024598096
WalkerBranch,2003,2003-03-27,47315.0896848,14698.9106312096,12896.5623160501,1.7435605558808
WalkerBranch,2003,2003-03-28,33861.599604,10010.6007289221,8625.13199234447,1.76985086578065
WalkerBranch,2003,2003-03-29,19621.3539816,5753.52103361667,4856.28895617462,1.79614117568049
WalkerBranch,2003,2003-03-30,23760.23958,6904.32029517125,5955.44546450776,1.82269150598949
WalkerBranch,2003,2003-03-31,46032.2349984,13651.022587504,12030.6866079938,1.85022991385331
WalkerBranch,2003,2003-04-01,44396.8513632,12713.4925925327,11146.0512614327,1.87776832171712
WalkerBranch,2003,2003-04-02,46269.2076336,13187.4104737587,11614.4280064837,1.90530672958094
WalkerBranch,2003,2003-04-03,38747.8264824,10794.9084526987,9447.94299854348,1.93310684398206
WalkerBranch,2003,2003-04-04,35743.6971864,9832.3582207751,8561.96015743656,1.96190144322494
WalkerBranch,2003,2003-04-05,45208.6451208,12329.6975393095,10870.5734441481,1.99069604246781
WalkerBranch,2003,2003-04-06,29477.9254896,7307.9524858245,6219.56001960524,2.01975146235601
WalkerBranch,2003,,0,0,0,2.01349176686843
WalkerBranch,2003,2003-04-07,28652.0677128,7447.23106314877,6444.71922980625,2.04854584394611
WalkerBranch,2003,2003-04-08,28529.0760384,7294.28898383003,6344.87993720295,2.07859133755318
WalkerBranch,2003,2003-04-09,18947.1258144,4653.48419137425,3969.51023373902,2.10863683116024
WalkerBranch,2003,2003-04-10,15698.73312,3752.70076371307,3140.70234313836,2.13868232476731
WalkerBranch,2003,2003-04-11,39300.2425872,9770.67686705434,8601.18036559015,2.16898386026239
WalkerBranch,2003,2003-04-12,49149.066708,12098.8619474224,10744.8079949199,2.2002583549319
